Number,Year,Genre,Source,Sentence,Syntax,Contrast,Position,Other,Local,Licensor.category,Licensor,Note,Note2,Syntax2,Contrast2
304,2002,SPOK,PBS_Newshour ,"deal easier to praise God than it is the mayor or the President, much less the whole country. Praise c feel a bit embarrassing; it can also give",NP,NP,final,conj,1,NEC,NA,NA,NA,NP,NP
306,2002,FIC,Analog ,"or so, you couldn't have even seen Black Tooth from here, much less the city. "" He looked out at the glittering mosaic of humanity that blanketed",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
307,2002,FIC,Bk:GiftDragons ,"! There are a couple of weyrlings unable to see over a wher egg much less a dragon! And years before they can ride Thread. "" "" True enough",NP,NP,final,NA,1,Adj,unable,NA,NA,NP,NP
308,2002,FIC,Bk:Willow ,"gesture they make. You'll never have any real friends, Willow, much less a real love relationship. People simply won't trust you. "" "" Is",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
309,2002,FIC,Bk:America ,""" Must have been weeks before I even got to noticing this room, much less any of these other guys in here with me. Thing is, they change",NP,NP,final,NA,1,??,NA,Adversity,NA,NP,NP
310,2002,FIC,BkSF:WomanNextDoor ,"one, but she didn't have the wherewithal to pamper it here, much less the strength to deal with whatever was ailing Quinn Davis. Praying that the boy",NP,NP,final,NA,0,Neg,NA,NA,NA,NP,NP
311,2002,MAG,SportsIll ,"myopic negotiator I've ever seen. He doesn't have short-term objectives, much less an endgame. Instead of balancing interests on both sides in the hope of coming",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
314,2002,MAG,SportingNews ,"By mid-December, the team was 8 -- 14, and the playoffs, much less a return to The Finals, seemed like a fantasy. "" I don't",NP,NP,in S,subj,1,??,NA,Adversity,NA,NP,NP
317,2002,MAG,Esquire ,"to people who say they never knew that John O'Neill had a son, much less a daughter, much less a daughter who was born with a congenital condition that",NP,NP,final,NA,1,Neg,never,NA,NA,NP,NP
319,2002,NEWS,CSMonitor ,"a spy so afflicted by amnesia that he doesn't know his name, much less the assignment he's supposed to carry out. The movie has director Liman's",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
320,2002,NEWS,USAToday ,"six months to a year to get a client to change his cologne, much less his relationship with his wife, "" he observes wryly. # Show is'",NP,NP,final,NA,1,NEC,NA,NA,NA,NP,NP
321,2002,NEWS,Atlanta ,"or desolation -- by which it even remotely compares with either world war, much less the two of them together. The equation is baseless. # At the other",NP,NP,final,NA,1,NEC,NA,NA,NA,NP,NP
322,2002,NEWS,Atlanta ,"you think? "" # Pursley, the one without a college degree, much less an M.D., who had been grandfathered into his trainer certification, recognized inflammation from",NP,NP,in S,subj,1,Prep,without,NA,NA,NP,NP
323,2002,NEWS,Atlanta ,"# Without Buford Dam, there would be no brown or rainbow trout, much less their fry. # Before the dam was built in the 1950s, the Chattahoochee",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
324,2002,NEWS,Atlanta ,". # And, no, you will not see Elvis' bedroom, much less the bathroom where he died Aug. 16, 1977. In fact, you will",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
325,2002,NEWS,SanFranChron ,"most people "" can't envision the entire population of the planet, "" much less a quadrillion. # But Graham's case takes the numbers to a new level",NP,NP,final,NA,0,Neg,NA,NA,NA,NP,NP
327,2002,NEWS,Denver ,"time when fans didn't know their favorite team had a general manager, much less his name. # If Baltimore catcher Gus Triandos batted.159, as he did",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
329,2002,ACAD,LawPublicPol ,"to engage in a full debate on the separation of church and state, much less the complex interrelationship between judicial identity and judicial role, but even if Americans were",NP,NP,final,NA,0,NEC,NA,NA,NA,NP,NP
330,2002,ACAD,LawPublicPol ,"gave us the Fourteenth Amendment did not believe that the right to vote, much less the right to appear on a ballot, was a privilege, a freedom,",NP,NP,in S,NA,1,Neg,NA,NA,NA,NP,NP
331,2001,SPOK,NPR_FreshAir ,"in the habit of telling my friends how to live their private lives, much less my employers. GROSS: Paul Begala is President Clinton's former political adviser.",NP,NP,final,NA,0,NEC,NA,NA,NA,NP,NP
332,2001,SPOK,NPR_FreshAir ,". A man with a criminal record can't get near Las Vegas, much less the casinos. Mr-MARTIN: Well, I guess that lets me out. Unidentified",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
334,2001,SPOK,NPR_Sunday ,"I was impressed to hear Green Day on any radio station at all, much less the puzzle segment. No other station's ever bothered to play any kind of",NP,NP,final,NA,1,Adj,impressed,Adversity / unexpectedness,at all,NP,NP
337,2001,SPOK,CNN_Event ,", as it was called then, might work in even one country, much less the whole world. In fact, just a few decades ago, noted experts",NP,NP,final,NA,1,NEC,NA,NA,NA,NP,NP
341,2001,FIC,Bk:Shock ,"'s pathetic. I don't even know what's happening in Boston, much less the world. "" "" That kind of comment might have some validity if we",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
342,2001,FIC,Bk:1632 ,"of wealthy urban sophisticates. That was true of the adults, even, much less the horde of children swarming all over the place. Mike gave the younger man",NP,NP,final,NA,1,Positive,NA,NA,NA,NP,NP
343,2001,FIC,Bk:ThreePlumsOne ,"rust and countless accidents had left the Nova barely recognizable as a car, much less a Chevy, but Blue Ribbon was willing to trade the beast for my TV",NP,NP,final,NA,1,Adj,barely,NA,NA,NP,NP
344,2001,MAG,Shape ,"convenience store to buy a newspaper We barely need to lift a finger, much less a 50-pound block of ice. "" There are even remote-controlled fireplaces! "" Hill",NP,NP,final,NA,1,Adj,barely,NA,NA,NP,NP
346,2001,MAG,AmSpect ,"Baghdad, is mostly a result of cultural heritage, not military courage, much less an accident of geography or genes. War is ultimately killing. Its story becomes",NP,NP,final,conj,1,Neg,NA,Lincensor in replacive,NA,NP,NP
347,2001,MAG,SportingNews ,"of Knoblauch's aim from second base out the window. Few teams, much less the Yankees, are going to be interested in a player who has no position",NP,NP,in S,subj,1,Det,few,NA,NA,NP,NP
348,2001,MAG,VegTimes ,"a nutritious diet. Minimum wage hasn't even kept pace with inflation, much less the real cost of living. The last time it was adjusted was five years",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
349,2001,MAG,PCWorld ,"decades. The PC industry "" wasn't seen as having a present, much less a future, "" remembers Mitch Kapor, creator of Lotus's 1-2-3 spreadsheet.",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
350,2001,NEWS,CSMonitor ,"on the other hand, and you won't find locks on lockers, much less a guard or metal detectors for the 1,000 students there. "" Happy kids who",NP,NP,final,conj,0,Neg,NA,NA,NA,NP,NP
351,2001,NEWS,AssocPress ,"with grief, "" says their mother. # There was no treatment, much less a cure. That remains true today. But the researchers with whom the Terrys",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
352,2001,NEWS,USAToday ,"hiring in January, Millen, 43, had never had a secretary, much less a day of sports-management experience. Next weekend, he will direct the Lions'",NP,NP,final,NA,1,Neg,never,NA,NA,NP,NP
353,2001,NEWS,WashPost ,", Cal Ripken's best blasts have had trouble reaching the warning track, much less the bleachers, whether in games or merely batting practice. If you put the",NP,NP,final,NA,1,NEC,NA,NA,NA,NP,NP
354,2001,NEWS,SanFranChron ,"basis, and I couldn't convey the meaning of "" windows, "" much less the fact that you could only type in one if it was activated. # ",NP,NP,final,NA,0,Neg,NA,NA,NA,NP,NP
357,2001,NEWS,Houston ,"of the confirmation process is it is difficult to forecast how it will work much less the prospects for any individual nominee, "" said Larry Neal, spokesman for Sen.",NP,SC,final,NA,1,Adj,difficult,NA,NA,NP,SC
358,2001,ACAD,ReVision ,", and it doesn't have to have a particular meaning or purpose, much less any idea of serving the larger society. # I don't want to talk",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
359,2001,ACAD,ForeignAffairs ,"in the region. Nevertheless, Germany is not a great power today, much less a potential hegemon, because it has no nuclear weapons of its own and because",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
360,2001,ACAD,ArabStudies ,", would somehow be able to penetrate the air space of neighboring countries, much less all the way to Israel, without being shot down. Most all of Iraq",NP,NP,in VP,NA,1,NEC,NA,NA,NA,NP,NP
362,2001,ACAD,ABAJournal ,"everywhere. In other places, you don't even know your neighbor, much less the lawyer down the hall. "" Technology -- in Small Doses # Even with",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
363,2001,ACAD,SchoolPsych ,"disabilities. The "" scarcity of evidence on the effects of standards-based reforms, much less their impact on students with disabilities "" noted by the National Panel on Goals 2000",NP,NP,final,NA,0,Noun,scarcity,NA,NA,NP,NP
364,2001,ACAD,ArtsEduc ,"arts responding to such media events have not read the REAP Executive Summary, much less the entire report. Regardless of their lack of understanding of research methodologies and terminology",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
365,2001,ACAD,Environment ,"government. In this poisoned atmosphere, the challenge of developing effective laws -- much less the kinds of consensus and alliances necessary to solve environmental problems-is considerable. # It",NP,NP,in S,subj,1,??,NA,Adversity,NA,NP,NP
367,2000,SPOK,CNN_King ,"17, she's a child. You're sleeping with a child, much less your cousin. (APPLAUSE) UNIDENTIFIED MALE: You know what, age is",NP,NP,final,NA,1,Positive,NA,NA,NA,NP,NP
368,2000,SPOK,CNN_Event ,"the counting machines. So the issue is not one of the intent, much less the integrity of the individuals involved in these counts. The issue is one of",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
369,2000,SPOK,CNN_Event ,"I thought that it was wrong for the president to take an hour, much less a day, much less weeks, away from the job of the American people",NP,NP,final,NA,1,Noun,wrong,NA,NA,NP,NP
370,2000,FIC,FantasySciFi ,at her. Damn. He did not mean to be a hero. Much less a martyr. Defoe did not like giving up everything for folks he did not,NP,NP,final,NA,1,Neg,NA,Licensor in separate sentence. ML fragment.,NA,NP,NP
371,2000,FIC,WomanandEarth ,"were all hiding behind the walls. An angry dragon was no joke, much less a hungry one! # Henrietta made it to the palace gates with no problem",NP,NP,final,"subj, one",0,Neg,NA,NA,NA,NP,NP
373,2000,FIC,Bk:SearchDark ,"for claiming he hadn't set eyes on the woman or the man, much less the children. "" They're not here, mate, "" the middle-aged driver",NP,NP,final,conj,1,Neg,NA,NA,NA,NP,NP
375,2000,FIC,Bk:WorldsHonor ,""" human. But no instruments existed to measure a thing like telepathy, much less an empathic trait. Understandably, the xenologists were massively frustrated. At the moment",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
376,2000,MAG,SkyTelescope ,"major Los Angeles earthquake with planetary prophecy that didn't match the sky, much less the fault lines. Irresponsible and highly publicized claims by self-appointed psychics, prophets,",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
377,2000,MAG,Atlantic ,"Phoenician seafarer-and they correspond very little to the Nile or the Tigris-Euphrates system, much less the Jordan. One can well imagine a scenario: a trading vessel of Ezekiel",NP,NP,final,conj,1,Adj,little,NA,NA,NP,NP
378,2000,MAG,NatlReview ,"early-warning systems operate reliably and don't mistake some other country's attack, much less the launch of an innocent Norwegian research rocket (as once temporarily occurred),",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
379,2000,MAG,MotherJones ,"that the improved conditions shouldn't be taken as proof that the company -- much less the industry -- has reformed. After all, he says, it took a",NP,NP,in S,subj,1,Neg,NA,NA,NA,NP,NP
382,2000,NEWS,SanFranChron ,"even like disclosing their portfolios twice a year, as required by law, much less every day. # Depending on its size, it might take days, weeks",NP,NP,final,NA,1,NEC,NA,NA,NA,NP,NP
383,2000,NEWS,Chicago ,"clear that Wood is ill-informed about the health consequences of abortion on women, much less the babies. To then force taxpayers to pay for abortions through Medicaid is government",NP,NP,final,NA,1,Adj,ill-informed,NA,NA,NP,NP
385,2000,ACAD,Bioscience ,"conservation biology: restoring a native ecosystem without quite understanding how it functions, much less the precise details of what species and ecological linkages it contained before degradation began.",NP,SC,final,NA,1,Prep,without,NA,NA,NP,SC
386,2000,ACAD,AmerScholar ,"to become fluent, to participate in any meaningful way in the maintenance (much less the advancement) of Yiddish culture. Still fewer anticipate teaching Yiddish to their children",NP,NP,in NP,"more than N, less than NP",1,NEC,NA,NA,NA,NP,NP
387,2000,ACAD,InterAmStud ,"does not involve power (cratos) of the people (demos), much less an end to elite rule or to substantive inequality. The crisis of elite rule",NP,NP,final,NA,0,Neg,NA,NA,NA,NP,NP
388,2000,ACAD,HealthSocialW ,"ages. "" # Unfortunately, we can not assume that our colleagues, much less the public at large, understand the importance of these issues. As Hudson (",NP,NP,in S,subj,1,Neg,NA,NA,NA,NP,NP
390,2000,ACAD,ArtsEduc ,"the point that it carries no particular reference to the study of anything, much less the various arts disciplines. # This definitional dissolution began in the late twentieth century",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
392,1999,NEWS,CSMonitor ,"who has been unable for months to find his car in the parking lot much less the hole 450 yards distant, suddenly and inexplicably can become the embodiment of Hogan",NP,NP,final,NA,0,Adj,unable,NA,NA,NP,NP
393,1999,NEWS,CSMonitor ,"communities. Some rural addresses they track don't have a street name, much less a number. Some people they track don't want to be found. In",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
395,1999,NEWS,Atlanta ,"and for the vast majority of our children, access to elementary school, much less a college education, did not exist. # One hundred years ago, the",NP,NP,in S,subj,0,Neg,NA,not c-command,NA,NP,NP
396,1999,NEWS,SanFranChron ,"'s still too early to estimate the potential revenues of Genentech's anti-IgE, much less the earlier stage efforts. # But even if anti-IgE makes it to market,",NP,NP,final,NA,1,Adj,too,NA,NA,NP,NP
398,1999,ACAD,AcademicQs ,"as a way of not following the professions of their fathers and grandfathers, much less their mothers and grandmothers. An academic career is a way of not being a",NP,NP,final,conj,1,Neg,NA,NA,NA,NP,NP
